Site name,Country,State/Region,Latitude,Longitude,Profile name,Thickness range,Mean thickness (cm),LLST,MLST,MLST-A,MLST-B,MLST-C,MLST-C1,MLST-C2,MLST-C3,ULST,Various,Phase uncertainty,Distance from vent (km),Altitude (m),Depth of tephra layer (cm),Fan direction...23,Fan direction...24,Associated archaeology,Primary,Secondary,Reworked,Fall,Fluvial,XRF,Heavy minerals,Trace elements,Grain size distribution,Shard morphology,Comments,Reference1,Reference2,Reference3,Reference4,Reference5,Reference6,Update,Regional co-ordinates...62,Regional co-ordinates...63,unique_id
Postfenn,Germany,Brandenburg,52.506111,13.211944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Böcker, R., A. Brande, og H. Sukopp. “Das Postfenn im Berliner Grunewald”. Abhandlungen des Westfälischen Museums für Naturkunde-Münster 48, nr. 417–432 (1986).","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,181
Postdüne,Germany,Brandenburg,52.848333,13.683056,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.","Hilgers, A., A. S. Murray, N. Schlaak, og U. Radtke. “Comparison of quartz OSL protocols using Lateglacial and Holocene dune sands from Brandenburg, Germany”. Quaternary Science Reviews 20, nr. 5–9 (2001): 731–36.",NA,NA,NA,NA,NA,NA,NA,182
Mittelbusch,Germany,Brandenburg,52.103056,13.168333,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,NA,183
Mittelbruchwiesen,Germany,Brandenburg,52.694722,13.588056,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Gärtner, P. Beiträge zur Landschaftsgeschichte des Westlichen Barnim. Bd. 77. Berliner Geographische Arbeiten. Berlin: Akademie-Verlag, 1993.",NA,NA,NA,NA,NA,NA,5836200,4601160,184
Lehnin-Nord (bei Potsdam),Germany,Brandenburg,52.334444,12.734444,Moor N Lehnin & Mittelsee,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Müller, H. M. “Vorkommen Spätglzialer Tuffe in Nordostdeutschland.” Geologie 14, no. 9 (1965): 1118–23.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,185
Leckerpfuhl,Germany,Brandenburg,52.866389,13.934167,LP 94/6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Endtmann, E. “Untersuchungen zur spät- und nacheiszeitlichen Vegetationsentwicklung des Leckerpfuhls (Mönchsheider Sander, NE-Brandenburg)”. Verhandlungen des Botanischen Vereins von Berlin und Brandenburg 131 (1998): 137–66.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.","Klerk, Pim de. “Patterns in vegetation and sedimentation during the Weichselian Late-glacial in north-eastern Germany”. Journal of Biogeography 35 (2008): 1308–22.",NA,NA,NA,Update,NA,NA,186
Langes Fenn (Wilhelmshorst),Germany,Brandenburg,52.325278,13.067222,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Müller, H. M. “Untersuchungen Zur Holozänen Vegetationsentwicklung Südlich von Berlin.” Petermanns Geographische Mitteilungen 115 (1971): 35–37.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,187
Kreutzsee,Germany,Brandenburg,53.448611,12.974167,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Homann, M., J. Merkt, og H. Müller. “Sedimentologische und pollenanalytische Untersuchungen einiger mecklenburgischer Seen - ein West-Ost-Transekt”. Greifswalder Geographische Arbeiten 26 (2002): 35–38.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.","Usinger, Hartmut. “Vegetation and climate of the lowlands of northern Central Europe and adjacent areas around the Younger Dryas – Preboreal transition – with special emphasis on the Preboreal oscillation”. I Hunters in a Changing World. Environment and Archaeology of the Pleistocene - Holocene Transition (c. 11000 - 9000 B.C. in Northern Central Europe, redigeret af Thomas Terberger og Berit Valentin Eriksen, 1–26. Rahden: Verlag Marie Leidorf GmbH, 2004.",NA,NA,NA,NA,5924385,4565020,188
Kleines Fercher Moor,Germany,Brandenburg,52.306944,12.921667,Grosses & Kleines Fercher Moor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,NA,189
Kleiner Rohrpfuhl,Germany,Brandenburg,52.591944,13.175556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Brande, A. “Landbiozönosen p. p. (Pollendiagramm Kleiner Rohrpfuhl)”. I Landschaftsentwicklung und Umweltforschung, redigeret af H. Sukopp, H.-P. Blume, H. Elvers, og M. Hobert, 20–25. Schriftenreihe des Fachbereichs Landschaftsentwicklung der TU Berlin, Nr. 3: Beiträge zur Stadtökologie von Berlin (West). Berlin: TU Berlin, 1980.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,190
Kienfenn,Germany,Brandenburg,52.506667,13.060278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Wolters, S. Vegetationsgeschichtliche Untersuchungen zur spätglazialen und holozänen Landschaftsentwicklung in der Döberitzer Heide (Brandenburg). Bd. 366. Disserationes Botanicae. Berlin: J. Cramer, 2002.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,191
Hindenburg I-V,Germany,Brandenburg,52.7525,11.932222,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5884100,4599800,192
Hardenbeck I-V,Germany,Brandenburg,53.260556,13.555833,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5903900,4601400,193
Hammelspring I/II,Germany,Brandenburg,53.071944,13.431944,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5884000,4596750,194
Grosses Postluch,Germany,Brandenburg,52.803611,13.670556,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Schlaak, N. Studie zur Landschaftsgenese im Raum Nordbarnim und Eberswalder Urstromtal. Bd. 76. Berliner Geographische Arbeiten. Berlin: Akademie-Verlag, 1993.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,195
Grosser Stechlinsee,Germany,Brandenburg,53.155,13.019167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Brande, A. “Zur Palynologie des Großen Stechlinsees (Brandenburg)”. Greifswalder Geographische Arbeiten 26 (2002): 135–38.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,196
Grosser Krebssee,Germany,Brandenburg,52.845556,14.116667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1191,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Jahns, S. “Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eatern Germany, based on two, AMS 14C-dated, pollen profiles”. Vegetation History and Archaeobotany 9 (2000): 111–23.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,197
Gröbern,Germany,Brandenburg,52.275897,13.162368,BS GröbZo 4/2010,NA,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NE,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Bericht zur pollenanalytischen Untersuchung der Bohrung Gröben 4/2010 (Profil Profil 242570), EU-LIFE-Projekt „Binnensalzstellen Brandenburg“”. Berichte Landesamt für Bergbau, Geologie und Rohstoffe, 2011.",NA,NA,NA,NA,NA,NA,NA,NA,198
Gramzow,Germany,Brandenburg,53.215278,14.011667,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5970200,4591300,199
Gabelsee,Germany,Brandenburg,52.415833,14.304444,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.","Jahns, S., C. Herking, og K. Kloss. “Landschaftsrekonstruktion entlang des westlichen unteren Oderlaufs anhand ausgewählter Pollenkurven aus acht Seeprofilen”. Greifswalder Geographische Arbeiten 26 (2002): 153–56.",NA,NA,NA,NA,NA,NA,NA,200
Försterei Eiserbude,Germany,Brandenburg,52.818056,13.598611,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Succow, M. Landschaftsökologische Kennzeichnung und Typisierung der Moore der DDR. Archiv Naturschutz und Landschaftsforschung der DDR. Berlin: Akademie-Verlag, 1981.",NA,NA,NA,NA,NA,NA,NA,NA,201
Flieth,Germany,Brandenburg,53.161944,13.831111,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,NA,NA,202
Flaches Fenn,Germany,Brandenburg,53.109722,13.608611,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Timmermann, T. Sphagnum-Moore in Nordostbrandenburg: Stratigraphisch-hydrodynamische Typisierung und Vegetationswandel seit 1923. Dissertationes Botaicae 305. Berlin: Cramer, 1999.",NA,NA,NA,NA,NA,NA,NA,NA,203
Ferch,Germany,Brandenburg,52.311944,12.929722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,NA,204
Fenn in Wittenmoor,Germany,Brandenburg,52.539722,11.691389,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Lange, E., L. Jeschke, og H. D. Knapp. Ralswiek und Rügen. Landschaftsentwicklung und Siedlungsgeschichte der Ostseeinsel. Teil 1. Die Landschaftsgeschichte der Insel Rügen seit dem Spätglazial. Schriften zur Ur- und Frühgeschichte 38. Berlin: Akademie-Verlag, 1986.",NA,NA,NA,NA,NA,NA,NA,NA,205
Dobbrikow,Germany,Brandenburg,52.164722,13.058056,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Succow, M. Landschaftsökologische Kennzeichnung und Typisierung der Moore der DDR. Archiv Naturschutz und Landschaftsforschung der DDR. Berlin: Akademie-Verlag, 1981.",NA,NA,NA,NA,NA,NA,NA,NA,206
Degenbruch,Germany,Brandenburg,54.047962,13.505002,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,NA,NA,207
Dahlen,Germany,Brandenburg,52.862778,12.053889,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5952540,4592500,208
Buchholz bei Gransee,Germany,Brandenburg,53.005833,13.157778,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Kloss, K. “Pollenanalysen zur Vegetations-, Siedlungs und Moorgeschichte am Südrand der ostmecklenburgischbrandenburgischen Seenplatte (Kr. Gransee)”. Archiv für Naturschutz und Landschaftsforschung 20, nr. 4 (1980): 203–12.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.","Semmel, A., og R. Petschick. “Spätglaziale Sedimente und ihre äolischen Beimengungen in einigen deutschen Mittelgebirgen”. Geologisches Jahrbuch Hessen 133 (2006): 109–20.","Stöhr, W. T. “Der Bims (Trachyttuff), seine Verlagerung, Verlehmung und Bodenbildung (Lockerbraunerden) im südwestlichen Rheinischen Schiefergebirge”. Notizblatt des hessischen Landesamts für Bodenforschung 91 (1963): 318–37.",NA,NA,NA,5886000,4575000,209
Breitling See,Germany,Brandenburg,52.378611,12.474167,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,NA,210
Berlin-Buch Bogensee,Germany,Brandenburg,52.6425,13.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,NA,211
"Berlin-Buch ""Germanenbad""",Germany,Brandenburg,52.620556,13.511667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Gärtner, P. Beiträge zur Landschaftsgeschichte des Westlichen Barnim. Bd. 77. Berliner Geographische Arbeiten. Berlin: Akademie-Verlag, 1993.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,212
Barssee,Germany,Brandenburg,52.479444,13.215833,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,NA,NA,213
Schwanensee,Germany,Brandenburg,52.063348,13.791771,Lz 1080/2004 Schwanensee (GrWb 1080/2004),<0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,480-490,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Bericht zur pollenanalytischen Untersuchung der Bohrungen Lz 1019 und Lz 1080, Schwanensee (Land Brandenburg)”. Berichte Landesamt für Bergbau, Geologie und Rohstoffe, 2006.","Strahl, Jaqueline. “Zur vegetationsgeschichtlichen Entwicklung des Sawallschen Luchs südlich Trebatsch, Landkreis Oder-Spree”. Natur und Landschaft in der Niederlausitz 30 (2013): 5–32.",NA,NA,NA,NA,Update 7,NA,NA,214
Pichersse,Germany,Brandenburg,52.069328,13.809767,LZ 1081 Pichersee (Kb GrwB 1/2004 - GK3948),<0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,375,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Bericht Zur Pollenanalytischen Untersuchung Der Bohrung Lz 1081, Pichersee (Land Brandenburg).” Berichte Landesamt für Bergbau, Geologie und Rohstoffe, 2009.","Strahl, Jaqueline. “Zur vegetationsgeschichtlichen Entwicklung des Sawallschen Luchs südlich Trebatsch, Landkreis Oder-Spree”. Natur und Landschaft in der Niederlausitz 30 (2013): 5–32.",NA,NA,NA,NA,Update 7,NA,NA,215
Sawallisches Luch,Germany,Brandenburg,52.064811,14.1696,B 5.1/2009 (GK 3951),<0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,NA,523-525,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Zur vegetationsgeschichtlichen Entwicklung des Sawallschen Luchs südlich Trebatsch, Landkreis Oder-Spree”. Natur und Landschaft in der Niederlausitz 30 (2013): 5–32.",NA,NA,NA,NA,NA,Update 7,NA,NA,216
Netzen,Germany,Brandenburg,52.357735,12.704394,Profil 2420087 (Twt 2/2008),<1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,NA,360-361,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"LST – dreigeteilt: 19,51 – 19,50 m Schlufflage, hellgr, 19,50 – 19,49 m Schlufflage dklgr, 19,49 – 19,485 m Schlufflage hellgr","Strahl, Jaqueline. “Zwischenbericht Zur Pollenanalytischen Untersuchung Der Bohrung Netzen 2/08, Profil 2420087, EU-LIFE-Projekt „Binnensalzstellen Brandenburg“.” Berichte Landesamt für Bergbau, Geologie und Rohstoffe, 2009.",NA,NA,NA,NA,NA,NA,NA,NA,217
Stolpsee,Germany,Brandenburg,53.162231,12.57596,STO-C,>1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,NA,2146,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,NA,218
Teufelssee (Müggelberge),Germany,Brandenburg,52.419444,13.629722,NA,0.1 - 0.5,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Müller, H. M. “Vorkommen Spätglzialer Tuffe in Nordostdeutschland.” Geologie 14, no. 9 (1965): 1118–23.",NA,NA,NA,NA,NA,NA,NA,NA,219
Serwest (westl. Parsteiner See),Germany,Brandenburg,52.9425,13.953611,NA,0.1 - 0.5,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Müller, H. M. “Das Pollendiagramm ‘Serwest’, ein Beitrag zur Wechselwirkung natürlicher und anthropogener Faktoren in der Vegetationsentwicklung”. Feddes Repertorium 74, nr. 1–2 (1967): 123–37.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,220
Moosfenn,Germany,Brandenburg,52.355,13.061667,NA,0.1 - 0.5,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Müller, H. M. “Vorkommen Spätglzialer Tuffe in Nordostdeutschland.” Geologie 14, no. 9 (1965): 1118–23.",NA,NA,NA,NA,NA,NA,NA,NA,221
Langes Fenn (Potsdam),Germany,Brandenburg,52.342778,12.789722,NA,0.1 - 0.5,0.3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,440,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Wolters, S. “Spät- und postglaziale Vegetationsentwicklung im Bereich der Fercher Berge südwestlich von Potsdam”. Gleditschia 27, nr. 1/2 (1999): 25–44.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,222
Teufelsee Ravensberge,Germany,Brandenburg,52.491667,13.232778,NA,0.1 - 0.5,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.","Müller, H. M. “Vorkommen Spätglzialer Tuffe in Nordostdeutschland.” Geologie 14, no. 9 (1965): 1118–23.","Klerk, Pim de. “A pollen diagram from the Teufelssee near Potsdam (C Brandenburg, NE Germany) from the legacy of Klaus Kloss”. Archiv für Naturschutz und Landschaftsforschung 45, nr. 1 (2006): 23–45.",NA,NA,NA,NA,NA,NA,223
Pechsee,Germany,Brandenburg,52.481389,13.212778,NA,0.1 - 0.5,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Yes,NA,"Müller, H. M. “Vorkommen Spätglzialer Tuffe in Nordostdeutschland.” Geologie 14, no. 9 (1965): 1118–23.","Brande, A. “Pollenanalytische Untersuchungen Im Spätglazial Und Frühem Postglazial Berlins.” Verhandlungen Des Botanischen Vereins Der Provinz Brandenburg 115 (1980): 21–72.","Brande, A. “Zum Stand der palynologischen Forschung im Berliner Quartär”. Documenta naturae 44 (1988): 1–7.","Brande, A. “Eine Synthese zur säkularen Landschaftsentwicklung in Berlin (West)”. Verhandlungen des Botanischen Vereins von Berlin und Brandenburg 8 (1990): 21–31.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,224
Teufelsbruch (Berlin-Spandau),Germany,Brandenburg,52.584722,13.189444,NA,0.1 - 0.5,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Müller, H. M. “Vorkommen Spätglzialer Tuffe in Nordostdeutschland.” Geologie 14, no. 9 (1965): 1118–23.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,225
Summt (N Berlin),Germany,Brandenburg,52.689167,13.366667,NA,0.1 - 0.5,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Müller, H. M. “Vorkommen Spätglzialer Tuffe in Nordostdeutschland.” Geologie 14, no. 9 (1965): 1118–23.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,NA,NA,226
Fauler See,Germany,Brandenburg,53.231389,13.368333,NA,0.1 - 0.5,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Müller, H. M. “Vorkommen Spätglzialer Tuffe in Nordostdeutschland.” Geologie 14, no. 9 (1965): 1118–23.",NA,NA,NA,NA,NA,NA,5911750,4583725,227
